,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0023392808746099387,-8.131171516537123e-05,0.0006301225160210039,-9.682948337290465e-05,0.0001763732415972332,0.00020990844599492897,-0.0009894015614483915,-0.0003351955516956979,0.00015105022007513177,0.0004747382300704003,-0.0009968758513570009,-9.541399787038137e-05,0.00010351383816657901,-0.000310854978715499
1,-8.131171516537123e-05,0.0008061753609703682,-0.00023162714362383725,0.00036992763635184544,6.426401230266066e-05,-8.408484687688553e-05,0.0012802451611612618,0.00037587463368904064,-0.0012276774280409576,0.0003997218326462574,0.0020972258356084022,-2.3106869019023075e-05,-7.414560103781007e-05,0.0002767204581634857
2,0.0006301225160210039,-0.00023162714362383725,0.0012825906314189181,0.0002298456208984359,9.842832585679603e-05,0.00013212972091171672,-0.00013179485929485686,0.0002938753060723214,-0.0005212240896403804,-0.0003979327529088867,-0.0002877018237575847,-0.00012202712167897698,0.00020990847645862982,-0.0005066336325669164
3,-9.682948337290465e-05,0.00036992763635184544,0.0002298456208984359,0.002044689846967521,-0.0002971955120921662,0.00014338334075103453,0.0018540205906584996,0.0013657604878721647,-0.0009395997148269053,0.0003956336299143244,0.0017355376286504077,0.00025532717342243274,0.0002788407347000708,5.499044311650677e-05
4,0.0001763732415972332,6.426401230266066e-05,9.842832585679603e-05,-0.0002971955120921662,0.0003126426519203245,0.00032596607008082647,-0.0009647321451661662,-0.0003100894625504388,-0.00014591158693575058,0.00010777455888440024,0.000954445013230874,-9.297733812600396e-05,1.7308941010343606e-05,9.892864786115567e-05
5,0.00020990844599492897,-8.408484687688553e-05,0.00013212972091171672,0.00014338334075103453,0.00032596607008082647,0.0011116006193151039,-0.0006604357640907603,0.00010678122633599345,-0.0003463772864275845,8.126365384114408e-05,0.0010062927155238559,-0.0003177984972175477,-0.0004456278800989583,1.1030905099123871e-05
6,-0.0009894015614483915,0.0012802451611612618,-0.00013179485929485686,0.0018540205906584996,-0.0009647321451661662,-0.0006604357640907603,0.015697436866147246,0.005714397604928094,-0.002995610801493109,-0.0005736517930889335,0.0008445772751338145,-0.0008987730515337854,0.0003431548437226508,-0.00032154182946310877
7,-0.0003351955516956979,0.00037587463368904064,0.0002938753060723214,0.0013657604878721647,-0.0003100894625504388,0.00010678122633599345,0.005714397604928094,0.002984035381450245,-0.0010647825241320236,-0.00014206271440560546,0.0011343368433105253,5.234776279030237e-05,-0.00012429807493196412,-0.00017156864288835275
8,0.00015105022007513177,-0.0012276774280409576,-0.0005212240896403804,-0.0009395997148269053,-0.00014591158693575058,-0.0003463772864275845,-0.002995610801493109,-0.0010647825241320236,0.003768676330806768,-0.00016257454373267926,-0.004311787424374322,0.00015758839866571766,0.0005573923066817746,-3.415680720879607e-05
9,0.0004747382300704003,0.0003997218326462574,-0.0003979327529088867,0.0003956336299143244,0.00010777455888440024,8.126365384114408e-05,-0.0005736517930889335,-0.00014206271440560546,-0.00016257454373267926,0.0007183091277135241,0.0013897918444614765,0.0002077318075852019,4.1220927041859546e-05,0.00035129273447399937
10,-0.0009968758513570009,0.0020972258356084022,-0.0002877018237575847,0.0017355376286504077,0.000954445013230874,0.0010062927155238559,0.0008445772751338145,0.0011343368433105253,-0.004311787424374322,0.0013897918444614765,0.011180282289119178,0.000422245006507756,7.469908642126625e-05,0.0012153999980343032
11,-9.541399787038137e-05,-2.3106869019023075e-05,-0.00012202712167897698,0.00025532717342243274,-9.297733812600396e-05,-0.0003177984972175477,-0.0008987730515337854,5.234776279030237e-05,0.00015758839866571766,0.0002077318075852019,0.000422245006507756,0.001225362645013674,5.9863485641524126e-05,0.00022245954791377026
12,0.00010351383816657901,-7.414560103781007e-05,0.00020990847645862982,0.0002788407347000708,1.7308941010343606e-05,-0.0004456278800989583,0.0003431548437226508,-0.00012429807493196412,0.0005573923066817746,4.1220927041859546e-05,7.469908642126625e-05,5.9863485641524126e-05,0.0017194269951831937,0.00012940456461950136
13,-0.000310854978715499,0.0002767204581634857,-0.0005066336325669164,5.499044311650677e-05,9.892864786115567e-05,1.1030905099123871e-05,-0.00032154182946310877,-0.00017156864288835275,-3.415680720879607e-05,0.00035129273447399937,0.0012153999980343032,0.00022245954791377026,0.00012940456461950136,0.00038733909070433575
