,Fund,Alpha,Beta,Alpha_PValue
96,7580,0.003317268483945672,0.6980436562474285,0.2876399596850665
97,162,0.002660855188583232,0.863628988151718,0.39021544270539643
98,12804,0.004287592645950532,0.625840820611489,0.209569709865479
99,16336,0.004891183526348687,0.6332528882785708,0.21188281989901445
100,15666,0.005359656065262498,0.6328910405262893,0.1438205420592819
101,18614,0.007938290837789498,1.0771105903874456,0.27394130207677425
102,18512,0.009439711736960656,-0.25727603642129326,0.1501048019403361
103,18825,-0.012362625501677164,0.895059914022813,0.3606047194964793
104,15589,0.0028564964589474773,0.43928106355213836,0.4893563845371607
105,11561,0.003448252341317599,0.4727666337899502,0.3813294218713773
106,18506,0.0007080930044089107,0.8813892456866634,0.8498641173287648
107,14331,0.003938967953147579,0.44007682525630293,0.3195937325070286
108,12595,0.0017150304805114913,0.7978744720725152,0.6188828087010764
109,16470,0.0024597457897598454,0.7314515605278076,0.545047448909877
110,17974,0.004149327726011708,0.46475057797343394,0.3739413177844051
111,7676,0.006459867632493059,0.11302496895212051,0.16626741108730814
112,17331,0.0021292929095008874,1.2087567421577283,0.45999894844100986
113,11947,0.002896530333605247,1.1171389250496768,0.46746794909769973
114,11765,0.002724627506565921,1.2067464192384465,0.3456299057675727
115,13805,0.0054930930213784954,0.5053377430650638,0.19522806084253913
116,11480,0.0024163309606453315,0.7205748013719169,0.5975334179416638
117,18363,0.006545900872640075,0.25481850479993307,0.5090327998747601
118,18814,0.022581527865785135,2.010516705925367,0.13607215323107802
119,16915,0.0027698948017589676,0.36236971604454515,0.5383736047930021
120,12312,0.005080572475400724,0.2540041970440955,0.24492301700575866
121,20990,0.004735076416814163,0.6955411011887591,0.44637724120464617
122,20708,0.006978701000297363,-0.0014721483978749894,0.1540857514378325
123,508,0.0028505065513834303,0.2166825301482097,0.4872108451731656
124,15533,0.0008458816979575274,0.35171221363435834,0.8365009961983287
125,19083,0.010276145939224154,-0.24176856842764471,0.024068241133654578
126,20961,0.003439361161865077,0.2878534697406785,0.41442096785461124
127,15493,0.0030384238836167797,0.33930158640144503,0.48357448045669893
128,15997,0.004138169283517688,0.2747924784085338,0.23453815882180495
129,11499,0.003709565966993772,0.3280480676933414,0.3567403785255494
130,17825,0.006906315282840952,0.27359368101877246,0.2830251227048385
131,18256,0.0035344246041071723,0.6197841557682611,0.5875846639986193
132,13465,0.002440381017974747,0.6378760198566064,0.4599776820496474
133,15787,0.003500288673756166,0.6073643631723091,0.29511606331436635
134,15530,0.0049707691196914615,0.35338933079009666,0.2432228238976526
135,17833,0.003473384886675277,0.6215009765005043,0.4094834779051766
136,13870,0.004471790691953974,0.4475056081207014,0.26680927608675487
137,18351,0.005160519058890782,0.36910495774626995,0.21243346054738688
138,1793,0.0055780038006411885,0.2901757426376913,0.17649457614016278
139,17752,0.005284914204691824,0.7137644060635908,0.17798698669267504
140,15579,0.004346003200143575,0.8309321022367699,0.2827602827553555
141,14820,0.006794007856907444,0.07130291863176938,0.12522566439334962
142,18353,0.004734331142073006,1.3156213930552516,0.40888649544849953
143,12598,0.007173318098360877,0.35502221800833167,0.08822966287250887
144,12190,0.006863020405691495,-0.11162217546452227,0.11963814646956925
145,12969,-0.0012841546388217915,0.6885459507030748,0.7338501384850751
146,19201,0.0015685437548291965,0.6227912790205768,0.8467817352678273
147,17164,0.006730071964579639,0.5509505081047248,0.15044564144123515
148,15298,0.006469908261998144,0.2079454844772341,0.13826513397729304
149,9939,0.006873835042787437,0.04582058114133501,0.12410682580427575
150,9992,0.006313829416136316,0.3813364963381217,0.1334699195615396
151,18708,0.013033589562992201,-0.4654289282865074,0.35013759455481297
152,17784,0.008321158911613209,0.27001959471920056,0.169671925514153
153,14311,0.007796809047642065,0.1332260020106142,0.07650337077903162
154,13683,0.008106487564751477,0.12570058501963827,0.067162688828416
155,16583,0.006265651351328124,0.07434982043110841,0.17849842112393013
156,15363,0.007228430400373133,-0.03735585136091467,0.1104715650375275
157,13152,0.006416694721843932,0.09702143675038026,0.16287032066402188
158,17179,0.009042968440542632,0.04184477985380541,0.062372536665970806
159,15853,0.006057242484618669,0.2972722581243275,0.16995463838752786
160,18252,0.007774628500938661,0.16448952102686823,0.36855414636856254
161,14490,0.005093720227397925,0.9199233133882712,0.20899807220890723
162,16789,0.006878897047189423,0.09445785962819489,0.11810814806130847
163,19246,0.002156547095751017,0.33702333605537504,0.696260506365513
164,14751,0.007232773926730076,-0.026992305319829688,0.14076961155972104
165,15111,0.006996592038974275,-0.0032474171133822227,0.2012825982181226
166,46,-0.0026369147175081347,1.6626383106441842,0.5138141655152595
167,9699,-0.0033377180961062045,1.8084354101016333,0.4152772102655069
168,44,0.0027771695874954545,0.8341898147420712,0.563521538565583
169,13009,0.003719745479074974,0.6790984851228259,0.29397413355044594
170,7693,0.0009208316802404993,1.370739872139175,0.7830428614437066
171,1786,-0.006350694241267495,3.5240894178435935,0.1614360955829233
172,15132,0.00474166224305787,0.9606471754298197,0.2592977136249364
173,13668,0.004976788470169595,0.9130879131410254,0.2182415989128167
174,126,0.006854399063297092,0.23586033954738903,0.10415122262616275
175,15616,0.0066965984574648574,0.8380572694812959,0.047851235199904835
176,9806,0.007803499216166159,0.867849426201887,0.026814014279361507
177,18696,0.007241407433760254,0.27378148758867316,0.08763791838459466
178,11318,0.005497338894513515,0.18466671701128423,0.24843002720449883
179,12298,0.006335069829079925,0.12062542487868341,0.14958445385507782
180,12716,0.006862246005555366,-0.048958973166574715,0.12005330444223707
181,12379,0.007651618728370482,0.21513316398774812,0.06298179652221822
182,12214,0.011624268980031955,0.4253489508877705,0.0757545599562366
183,11795,0.007112789482185317,0.009967975000758938,0.12019958999240751
184,12307,0.007751053864543972,0.029009356239306696,0.11227284105664506
185,17130,0.0025236608068563496,0.3803851899227263,0.5816653306874369
186,14153,0.006587582140342273,0.08528368362201194,0.13357486037987917
187,15848,0.006477662070171025,0.22600993503366718,0.13901890438635936
188,15035,0.006687520860738919,0.1520660497852782,0.12375698131794717
189,12276,0.006666769578184453,0.19799619425315446,0.12878673855998754
190,18111,0.010194421862210399,0.1414463268155329,0.06938387111213482
191,18762,0.010760853279760714,-0.11623639978982396,0.4455311376588853
192,17466,0.007126597493700407,-0.021084177631158135,0.11738814506359278
193,17462,0.01045830951572959,-0.13647678454268725,0.03942284793449281
194,18046,0.008367644439840127,0.06462683178451788,0.09032747291818387
195,18292,0.006800897730339832,0.03990565108878896,0.1290822339941089
196,18323,0.006163071196492702,0.24230891687394163,0.17879263874338763
197,17822,0.006407198401600783,0.18069476122045752,0.1472047747500495
198,18334,0.0076860075622676065,0.6304726359934489,0.36839580455142606
199,19058,0.013293702837207329,-0.553427723376536,0.25359066477896486
200,19218,0.015603480647567138,-1.8241321728283924,0.008524131108790972
201,9869,0.0003543353905014141,1.848913391261954,0.9285165538236844
202,16267,0.0020508494105928267,0.41248023464646544,0.680197757416142
203,84,0.003570366465063042,0.3749307760253911,0.4787181305487851
204,18905,0.0028107570022171493,0.49158244109594984,0.5756817785487423
205,17693,-0.0046578393203134325,1.3931553178294385,0.3879472504188263
206,18894,0.002339257627675347,0.6154293854157619,0.6380051046670616
207,19076,0.0029770389134397253,0.5819759331834341,0.5112333138121062
208,12781,-0.004431696846288073,1.666155963114476,0.3465453692231927
209,7107,0.006237535966096727,0.1538476773387784,0.1657248046324865
210,9983,0.005783010375998041,0.32279656429055986,0.21173655160693866
211,18463,-0.010432645609927878,5.65893783688497,0.4071464010793514
212,68,0.005485203245577865,0.5316803588817821,0.22822694532326418
213,16964,0.005649824553448172,0.47331153604797566,0.19475114886463854
214,13905,0.006388314733106148,0.6181051158620623,0.14365565997936408
215,18661,0.004745517210582308,0.3853660263864149,0.4146123696339068
