,Mean_Excess_Returns,SD_Excess_Returns,Sharpe_Ratio,Hedge_Fund_Strategy,Hedge_Fund_Sub_Strategy,Fund ID
58,-0.030711764998471038,0.04362651476632962,-0.7039701695853545,Credit,Specialist Credit,17835
59,0.0015883333413221404,0.02340454426568374,0.06786431401063381,Credit,Structured Credit,17043
60,-0.011219999980814755,0.005169874266050936,-2.1702655429152773,Credit,Structured Credit,18842
61,-0.001588333322349936,0.017415195432569384,-0.09120387586231056,Credit,Structured Credit,16339
62,-0.011862962888608927,0.0033473204451858027,-3.5440176950105053,Credit,Structured Credit,18440
63,-0.004182142858395153,0.009626583532467752,-0.43443687412984733,Credit,Structured Credit,18560
64,-0.0038750000023663354,0.011186310456147057,-0.3464055478843751,Credit,Structured Credit,16440
65,-0.005461666684914768,0.009766338297113122,-0.5592338211885624,Credit,Structured Credit,14924
66,-0.00577666663386859,0.010652376423373335,-0.5422890070983116,Credit,Structured Credit,11437
67,-0.01630333342571355,0.03269375575322656,-0.4986681110843182,Credit,Structured Credit,13494
68,0.004083333346935299,0.047412668090847654,0.08612325590095886,Equities,Activism,16976
69,0.003981666664729516,0.043049198512478556,0.0924910753814699,Equities,Activism,15142
70,-0.0014616667382884778,0.031840367874311146,-0.04590608827317453,Equities,Activism,16089
71,-0.0018883334252888246,0.04197783129225464,-0.044984063424859264,Equities,Activism,11251
72,-0.0035166668154844472,0.03301441162036317,-0.10651914248610687,Equities,Activism,9724
73,-0.0053133332399286646,0.04770805812344981,-0.11137181953999961,Equities,Activism,9863
74,0.01866904772868757,0.048134209467340594,0.3878540425880403,Equities,Directional Equity,20447
75,0.010496666663546735,0.04629249428293945,0.2267466211561462,Equities,Directional Equity,21081
76,-0.0010000000691041348,0.029732809791185696,-0.03363288152472509,Equities,Directional Equity,18876
77,-0.0007638889346168264,0.04309322684422922,-0.01772642687859245,Equities,Directional Equity,18584
78,-0.008666666549630463,0.03137059867329832,-0.2762671710504288,Equities,Directional Equity,18591
79,-0.003924324417767442,0.0184051903547404,-0.21321835537314626,Equities,Directional Equity,18942
80,0.0001716665253384653,0.03606775167592754,0.004759557149026274,Equities,Directional Equity,14624
81,6.333334452472613e-05,0.04516744049029552,0.0014021902467184,Equities,Directional Equity,20442
82,-0.0008266667009928887,0.022897022038016527,-0.03610367757083661,Equities,Directional Equity,18934
83,-0.001283333271442292,0.027290304503409076,-0.04702524558793323,Equities,Directional Equity,14332
84,-0.0018933332351843515,0.026885819598964553,-0.07042125787592761,Equities,Directional Equity,9695
85,-0.002048333167258338,0.023078088549012492,-0.08875662136871322,Equities,Directional Equity,19300
86,-0.002168333394885994,0.03363600533340159,-0.06446465248751676,Equities,Directional Equity,12917
87,-0.0024916666532913225,0.022846993105529637,-0.1090588438392038,Equities,Directional Equity,7686
88,-0.0025566665721529483,0.02617474201119601,-0.09767685851724373,Equities,Directional Equity,42
89,-0.0025933331465829794,0.0268939021158878,-0.09642829573068706,Equities,Directional Equity,14401
90,-0.002696666711034873,0.03314003586251619,-0.08137187063472676,Equities,Directional Equity,8055
91,-0.004093333302484631,0.02515639000669403,-0.16271544929123014,Equities,Directional Equity,7522
92,-0.009352631560141392,0.019146302999169057,-0.4884823749288462,Equities,Directional Equity,18872
93,-0.004180000002590631,0.04303592219882013,-0.09712816152235794,Equities,Directional Equity,13331
94,-0.004313332908921484,0.07280622986615307,-0.05924400860820719,Equities,Directional Equity,15659
95,-0.004708333222634781,0.04522702492275554,-0.10410442054670344,Equities,Directional Equity,17514
96,-0.00496999983521644,0.035328691329427155,-0.14067885472668676,Equities,Directional Equity,7580
97,-0.0052133334562182426,0.028795703027685,-0.18104553485657207,Equities,Directional Equity,162
98,-0.005916666502042983,0.03619247685387183,-0.16347780026030534,Equities,Directional Equity,12804
99,-0.006920000172964064,0.02606651635181674,-0.2654746832896896,Equities,Directional Equity,16336
100,-0.007658333380843202,0.03169956511505232,-0.24159111814460493,Equities,Directional Equity,15666
101,-0.019761110890449747,0.030973109068426048,-0.6380086302215686,Equities,Directional Equity,18614
102,-0.016059375055818236,0.021315851595612553,-0.7534005847143231,Equities,Directional Equity,18512
103,0.009769999787975103,0.02603958701376734,0.37519795466839106,Equities,Emerging Market Equity,18825
104,-0.0008383330733173856,0.03352420588935163,-0.025006798851085307,Equities,Event Driven,15589
105,-0.0027533333961960566,0.03450388608189034,-0.0797977766811944,Equities,Event Driven,11561
106,-0.003098333176398494,0.023285936473765378,-0.13305598337817195,Equities,Event Driven,18506
107,-0.0033150001919091065,0.036057097438258516,-0.09193752208106783,Equities,Event Driven,14331
108,-0.003616666587158494,0.02856120446197719,-0.12662864382954406,Equities,Event Driven,12595
109,-0.004036666684459584,0.02323558296716525,-0.1737277988748504,Equities,Event Driven,16470
110,-0.004133333335435795,0.017145909871648924,-0.24106818281311143,Equities,Event Driven,17974
111,-0.005686666745647477,0.01672014210564777,-0.34010875683446623,Equities,Event Driven,7676
112,-0.006198333274189305,0.022279830378483936,-0.27820379100260817,Equities,Event Driven,17331
113,-0.00655666655950578,0.01753800994170348,-0.3738546494898911,Equities,Event Driven,11947
114,-0.006684999937782996,0.022314918920389365,-0.2995753630847766,Equities,Event Driven,11765
115,-0.007279999914787089,0.020470212908146986,-0.3556387003620126,Equities,Event Driven,13805
116,-0.0038833332944511983,0.017149277668106883,-0.22644296568089106,Equities,Fundamental Market Neutral Equity,11480
117,-0.014616666583586874,0.009812520450004017,-1.4895934900783714,Equities,Fundamental Market Neutral Equity,18363
118,-0.02402499988853088,0.010797540075893175,-2.2250438266184,Equities,Fundamental Market Neutral Equity,18814
119,0.0013883332590758795,0.02965426961689649,0.0468173142354122,Equities,Low Net Equity,16915
120,-0.002763333207648248,0.03400882715847912,-0.08125341090921129,Equities,Low Net Equity,12312
121,-0.010990624755493627,0.02215384228822048,-0.4961046762230271,Equities,Low Net Equity,20990
122,-0.004540000087811301,0.01490417379510927,-0.3046126642257137,Equities,Low Net Equity,20708
123,0.008810000040298327,0.06835558414939831,0.12888486215029846,Equities,Specialist Equity,508
124,0.007210000062426553,0.046007215706455294,0.15671454904876833,Equities,Specialist Equity,15533
125,0.0034699999183385316,0.0408039305377746,0.08504082505302152,Equities,Specialist Equity,19083
126,0.002063333365696794,0.045208948735262114,0.04563993243416062,Equities,Specialist Equity,20961
127,0.0013849998996992758,0.03633356945793829,0.03811901556500324,Equities,Specialist Equity,15493
128,0.00010333323271809284,0.07650738790942269,0.0013506307762124795,Equities,Specialist Equity,15997
129,-0.0002633334142124911,0.04606979830573236,-0.005715966292383901,Equities,Specialist Equity,11499
130,-0.0065888888345565656,0.020101226817491602,-0.32778540804400425,Equities,Specialist Equity,17825
131,-0.009151724151252157,0.031064478345603396,-0.29460414720105593,Equities,Specialist Equity,18256
132,-0.0031016669054639828,0.03697821667661937,-0.08387821761629484,Equities,Specialist Equity,13465
133,-0.004490000003315895,0.03866900441948006,-0.11611366961012304,Equities,Specialist Equity,15787
134,-0.004545000046441953,0.030287067785348697,-0.15006404973414386,Equities,Specialist Equity,15530
135,-0.004576666636285567,0.023004523954742277,-0.19894637443006544,Equities,Specialist Equity,17833
136,-0.004619999859877862,0.03493746706537301,-0.13223625660192193,Equities,Specialist Equity,13870
137,-0.005299999914315218,0.035890230889301135,-0.14767249424118767,Equities,Specialist Equity,18351
138,-0.005405000019750246,0.04439657070556569,-0.12174363771462776,Equities,Specialist Equity,1793
139,-0.007914583403609383,0.02855233481288353,-0.27719566387397937,Equities,Specialist Equity,17752
140,-0.007045000027729548,0.018450947630983445,-0.3818232086843794,Equities,Specialist Equity,15579
141,-0.007730000126082062,0.027592198832461654,-0.28015165348068877,Equities,Specialist Equity,14820
142,-0.017429166732938026,0.02367180971400694,-0.7362836616004456,Equities,Specialist Equity,18353
143,-0.010774999991736063,0.031159993855498624,-0.3457959600924203,Equities,Specialist Equity,12598
144,-0.011165000020038958,0.026483295676948078,-0.4215865032899715,Equities,Specialist Equity,12190
145,0.001784999999723708,0.03136049979476608,0.05691873571548168,Macro,Diversified Macro,12969
146,-0.007623076835847818,0.02447212432697758,-0.31150041304114706,Macro,Diversified Macro,19201
147,-0.007478431392106792,0.021251199165945388,-0.3519063246130047,Macro,Diversified Macro,17164
148,-0.007796666640890762,0.029635406865607603,-0.2630862021313744,Macro,Diversified Macro,15298
149,-0.008096666675218534,0.015989298110200657,-0.5063803688826792,Macro,Diversified Macro,9939
150,-0.008481666712116758,0.028360920839133528,-0.29906175332690244,Macro,Diversified Macro,9992
151,-0.020346153934489793,0.009928716292503003,-2.0492230148476307,Macro,Diversified Macro,18708
152,-0.016250000095320866,0.028627005851331027,-0.5676458159722392,Macro,Diversified Macro,17784
153,-0.01640666678052997,0.048017753825276156,-0.3416791805845286,Macro,Diversified Macro,14311
154,-0.0192416670152382,0.052837264048286835,-0.3641684966438394,Macro,Diversified Macro,13683
155,-0.0007249999907775797,0.029566076405763028,-0.024521346046317546,Macro,Emerging Market Macro,16583
156,-0.003295000163611646,0.03238300175359551,-0.101750918234311,Macro,Emerging Market Macro,15363
157,-0.004496666538510471,0.02155696303766366,-0.20859462117432936,Macro,Emerging Market Macro,13152
158,-0.008121568756307675,0.03662324012043104,-0.22175997343765572,Macro,Emerging Market Macro,17179
159,-0.007131666792781907,0.021311362626738745,-0.33464152047387213,Macro,Emerging Market Macro,15853
160,-0.019233333172431834,0.039252056013092666,-0.48999556013107914,Macro,Emerging Market Macro,18252
161,-0.008163333391356282,0.018566735136529396,-0.4396752219131522,Macro,Specialist Macro,14490
162,-0.009235000083946314,0.0378149824988191,-0.24421537374067825,Macro,Specialist Macro,16789
163,0.004079999963181714,0.021190452273112687,0.19253954142161397,Multi-Strategy,Diversified Multi-Strategy,19246
164,-0.0004816667217761286,0.023159947175652635,-0.020797401571040305,Multi-Strategy,Diversified Multi-Strategy,14751
165,-0.002126666639407631,0.013788435528266396,-0.1542355283924669,Multi-Strategy,Diversified Multi-Strategy,15111
166,-0.004424999952383417,0.012775309863310543,-0.34637124263354185,Multi-Strategy,Diversified Multi-Strategy,46
167,-0.004503333337834337,0.012037191887465281,-0.37411826445367247,Multi-Strategy,Diversified Multi-Strategy,9699
168,-0.005176666654198197,0.013453071131990383,-0.38479441633877015,Multi-Strategy,Diversified Multi-Strategy,44
169,-0.005416666413187824,0.031658833320606934,-0.17109494713003467,Multi-Strategy,Diversified Multi-Strategy,13009
170,-0.005789999938681334,0.01801759045743107,-0.3213526221700383,Multi-Strategy,Diversified Multi-Strategy,7693
171,-0.006423333340384221,0.0101840621712447,-0.6307240895014252,Multi-Strategy,Diversified Multi-Strategy,1786
172,-0.007883333288282156,0.01332024994211799,-0.5918307330972398,Multi-Strategy,Diversified Multi-Strategy,15132
173,-0.008020000015180169,0.019148087818407284,-0.41884077884113563,Multi-Strategy,Diversified Multi-Strategy,13668
174,-0.009711666653556748,0.0425026159445218,-0.22849573932656944,Multi-Strategy,Diversified Multi-Strategy,126
175,-0.009876666784592671,0.028600713308312754,-0.3453293866528159,Multi-Strategy,Diversified Multi-Strategy,15616
176,-0.011163333372140769,0.024825940507043107,-0.4496640668648077,Multi-Strategy,Diversified Multi-Strategy,9806
177,-0.011193333434560528,0.037823621104498925,-0.295935003251953,Multi-Strategy,Diversified Multi-Strategy,18696
178,-0.002226666705692963,0.021595029084951024,-0.10311015080987619,Other,Other Investments,11318
179,-0.004936666667559184,0.04503162603873868,-0.1096266580139121,Other,Other Investments,12298
180,-0.012411666572066023,0.05326823671535981,-0.23300314291212756,Other,Other Investments,12716
181,-0.013369999887244773,0.06050569382352499,-0.22097093748301808,Other,Other Investments,12379
182,-0.02294333335624387,0.036353869360609456,-0.6311111790786068,Other,Other Investments,12214
183,-0.02449166660474885,0.05623396703004504,-0.435531546114527,Other,Other Investments,11795
184,-0.03711500020282536,0.0600324470810469,-0.6182489971251413,Other,Other Investments,12307
185,0.0014866668146227792,0.028332475492428656,0.052472182143775754,Quantitative,Directional Quantitative,17130
186,-0.005715000082068144,0.05475335548287215,-0.10437716614200751,Quantitative,Directional Quantitative,14153
187,-0.008023333312144387,0.025302327808976694,-0.3170986232064344,Quantitative,Directional Quantitative,15848
188,-0.008343333201852317,0.04266809270560808,-0.195540336415265,Quantitative,Directional Quantitative,15035
189,-0.00867000004733738,0.024640510865177826,-0.3518595898752203,Quantitative,Directional Quantitative,12276
190,-0.01725384600025912,0.027980229681391574,-0.6166441875827022,Quantitative,Directional Quantitative,18111
191,0.0037235296573270783,0.035521502011760867,0.1048246680586381,Quantitative,Non-Directional Quantitative,18762
192,-0.002793333137917022,0.032843903189632956,-0.08504875689679679,Quantitative,Non-Directional Quantitative,17466
193,-0.006639999949311219,0.02577133117232856,-0.2576506391893634,Quantitative,Non-Directional Quantitative,17462
194,-0.007904166723108695,0.02106358391920708,-0.37525269932346067,Quantitative,Non-Directional Quantitative,18046
195,-0.0059566665488109,0.0263331503559843,-0.22620409895078225,Quantitative,Non-Directional Quantitative,18292
196,-0.006871666685421174,0.014995589316580033,-0.4582458575218143,Quantitative,Non-Directional Quantitative,18323
197,-0.00708666670764486,0.025215659525614664,-0.2810422904245696,Quantitative,Non-Directional Quantitative,17822
198,-0.019520833395877468,0.013967043835341099,-1.3976352924792503,Quantitative,Non-Directional Quantitative,18334
199,-0.02328000023931265,0.016121339659774112,-1.4440487410237248,Quantitative,Non-Directional Quantitative,19058
200,-0.012767647075838998,0.009644069158912501,-1.3238858893955425,Relative Value,Convertible Arbitrage,19218
201,-0.006625000040871091,0.01237364975784522,-0.5354119577104295,Relative Value,Convertible Arbitrage,9869
202,0.0017233334727913214,0.019486451634380363,0.08843752085427432,Relative Value,Diversified Relative Value,16267
203,-0.0011349999617350601,0.016933653135148028,-0.0670262909412747,Relative Value,Diversified Relative Value,84
204,-0.0017416667167580457,0.017662882732168053,-0.0986060284251382,Relative Value,Diversified Relative Value,18905
205,-0.0018566666660706206,0.013100679012390884,-0.14172293392690166,Relative Value,Diversified Relative Value,17693
206,-0.002678333365173895,0.013576156717354352,-0.19728214847064862,Relative Value,Diversified Relative Value,18894
207,-0.0033416667382046585,0.019151234005452718,-0.17448832473422982,Relative Value,Diversified Relative Value,19076
208,-0.0033600000367864664,0.012785150256909931,-0.26280489233753845,Relative Value,Diversified Relative Value,12781
209,-0.005440000016166014,0.020878922461975247,-0.26054984523618774,Relative Value,Diversified Relative Value,7107
210,-0.006525000015428134,0.01277894917855378,-0.5106053654535765,Relative Value,Diversified Relative Value,9983
211,-0.01761578948473631,0.00508012256799225,-3.4675914309087954,Relative Value,Diversified Relative Value,18463
212,-0.007409999964993331,0.012475037820661838,-0.5939861723481499,Relative Value,Diversified Relative Value,68
213,-0.0074133333453522444,0.01811645174912364,-0.4092044870602686,Relative Value,Diversified Relative Value,16964
214,-0.009261666640580903,0.013427324089682384,-0.6897626495585676,Relative Value,Diversified Relative Value,13905
215,-0.004430000007576891,0.009982823570142213,-0.44376222583224345,Relative Value,Fixed Income Arbitrage,18661
216,-0.020493333284302306,0.05133865019270052,-0.3991794331829961,Relative Value,Option Volatility Arbitrage,16419
