,Mean_Excess_Returns,SD_Excess_Returns,Sharpe_Ratio,Fund ID
116,-0.0038833332944511983,0.01714927766810688,-0.2264429656808911,11480
117,-0.014616666583586874,0.009812520450004017,-1.4895934900783714,18363
118,-0.02402499988853088,0.010797540075893175,-2.2250438266184,18814
119,0.0013883332590758804,0.02965426961689649,0.04681731423541223,16915
120,-0.002763333207648248,0.03400882715847912,-0.08125341090921129,12312
121,-0.010990624755493627,0.02215384228822048,-0.4961046762230271,20990
122,-0.004540000087811301,0.014904173795109272,-0.3046126642257137,20708
123,0.008810000040298327,0.06835558414939831,0.12888486215029846,508
124,0.007210000062426553,0.04600721570645529,0.15671454904876836,15533
125,0.0034699999183385325,0.0408039305377746,0.08504082505302153,19083
126,0.002063333365696794,0.045208948735262114,0.04563993243416062,20961
127,0.0013849998996992758,0.03633356945793829,0.03811901556500324,15493
128,0.0001033332327180933,0.07650738790942269,0.0013506307762124856,15997
129,-0.00026333341421248986,0.04606979830573236,-0.005715966292383874,11499
130,-0.0065888888345565656,0.020101226817491605,-0.3277854080440042,17825
131,-0.009151724151252157,0.031064478345603396,-0.29460414720105593,18256
132,-0.0031016669054639836,0.03697821667661937,-0.08387821761629487,13465
133,-0.004490000003315895,0.03866900441948006,-0.11611366961012304,15787
134,-0.004545000046441952,0.030287067785348697,-0.15006404973414383,15530
135,-0.004576666636285567,0.023004523954742277,-0.19894637443006544,17833
136,-0.004619999859877862,0.03493746706537301,-0.13223625660192193,13870
137,-0.005299999914315218,0.03589023088930114,-0.14767249424118764,18351
138,-0.0054050000197502475,0.04439657070556569,-0.1217436377146278,1793
139,-0.007914583403609383,0.02855233481288353,-0.27719566387397937,17752
140,-0.007045000027729548,0.018450947630983445,-0.3818232086843794,15579
141,-0.007730000126082064,0.027592198832461654,-0.2801516534806888,14820
142,-0.01742916673293803,0.02367180971400694,-0.7362836616004458,18353
143,-0.010774999991736063,0.031159993855498624,-0.3457959600924203,12598
144,-0.011165000020038958,0.026483295676948078,-0.4215865032899715,12190
145,0.001784999999723708,0.03136049979476608,0.05691873571548168,12969
146,-0.007623076835847818,0.02447212432697758,-0.31150041304114706,19201
147,-0.007478431392106795,0.02125119916594539,-0.35190632461300475,17164
148,-0.007796666640890764,0.029635406865607603,-0.26308620213137446,15298
149,-0.008096666675218534,0.015989298110200657,-0.5063803688826792,9939
150,-0.00848166671211676,0.028360920839133528,-0.2990617533269025,9992
151,-0.020346153934489793,0.009928716292503003,-2.0492230148476307,18708
152,-0.016250000095320866,0.028627005851331027,-0.5676458159722392,17784
153,-0.01640666678052997,0.048017753825276156,-0.3416791805845286,14311
154,-0.019241667015238204,0.052837264048286835,-0.36416849664383943,13683
155,-0.0007249999907775796,0.029566076405763028,-0.024521346046317543,16583
156,-0.003295000163611646,0.03238300175359551,-0.101750918234311,15363
157,-0.004496666538510471,0.02155696303766366,-0.20859462117432936,13152
158,-0.008121568756307675,0.03662324012043104,-0.22175997343765572,17179
159,-0.007131666792781906,0.021311362626738745,-0.3346415204738721,15853
160,-0.019233333172431834,0.03925205601309267,-0.4899955601310791,18252
161,-0.008163333391356282,0.018566735136529396,-0.4396752219131522,14490
162,-0.009235000083946314,0.0378149824988191,-0.24421537374067825,16789
163,0.004079999963181712,0.021190452273112687,0.1925395414216139,19246
164,-0.00048166672177612824,0.02315994717565264,-0.020797401571040288,14751
165,-0.0021266666394076307,0.013788435528266396,-0.15423552839246688,15111
166,-0.004424999952383417,0.012775309863310543,-0.34637124263354185,46
167,-0.004503333337834338,0.01203719188746528,-0.3741182644536726,9699
168,-0.005176666654198197,0.013453071131990383,-0.38479441633877015,44
169,-0.005416666413187824,0.031658833320606934,-0.17109494713003467,13009
170,-0.005789999938681334,0.01801759045743107,-0.3213526221700383,7693
171,-0.006423333340384221,0.0101840621712447,-0.6307240895014252,1786
172,-0.007883333288282156,0.01332024994211799,-0.5918307330972398,15132
173,-0.008020000015180169,0.019148087818407284,-0.41884077884113563,13668
174,-0.009711666653556748,0.0425026159445218,-0.22849573932656944,126
175,-0.009876666784592671,0.028600713308312754,-0.3453293866528159,15616
176,-0.011163333372140769,0.024825940507043107,-0.4496640668648077,9806
177,-0.011193333434560531,0.037823621104498925,-0.2959350032519531,18696
178,-0.002226666705692963,0.021595029084951027,-0.10311015080987618,11318
179,-0.004936666667559184,0.04503162603873868,-0.1096266580139121,12298
180,-0.012411666572066025,0.05326823671535981,-0.23300314291212762,12716
181,-0.013369999887244775,0.06050569382352499,-0.2209709374830181,12379
182,-0.02294333335624387,0.036353869360609456,-0.6311111790786068,12214
183,-0.02449166660474885,0.056233967030045046,-0.43553154611452694,11795
184,-0.03711500020282537,0.06003244708104691,-0.6182489971251414,12307
185,0.0014866668146227796,0.028332475492428656,0.05247218214377577,17130
186,-0.005715000082068144,0.05475335548287215,-0.10437716614200751,14153
187,-0.008023333312144387,0.025302327808976694,-0.3170986232064344,15848
188,-0.008343333201852317,0.04266809270560808,-0.195540336415265,15035
189,-0.00867000004733738,0.024640510865177826,-0.3518595898752203,12276
190,-0.01725384600025912,0.027980229681391574,-0.6166441875827022,18111
191,0.0037235296573270766,0.035521502011760867,0.10482466805863805,18762
192,-0.0027933331379170227,0.032843903189632956,-0.0850487568967968,17466
193,-0.006639999949311216,0.02577133117232856,-0.25765063918936326,17462
194,-0.007904166723108695,0.02106358391920708,-0.37525269932346067,18046
195,-0.0059566665488109,0.0263331503559843,-0.22620409895078225,18292
196,-0.006871666685421176,0.014995589316580031,-0.45824585752181446,18323
197,-0.00708666670764486,0.025215659525614664,-0.2810422904245696,17822
198,-0.019520833395877468,0.013967043835341099,-1.3976352924792503,18334
199,-0.023280000239312648,0.016121339659774112,-1.4440487410237246,19058
200,-0.012767647075838998,0.009644069158912501,-1.3238858893955425,19218
201,-0.006625000040871091,0.01237364975784522,-0.5354119577104295,9869
202,0.0017233334727913218,0.019486451634380363,0.08843752085427435,16267
203,-0.00113499996173506,0.016933653135148028,-0.06702629094127469,84
204,-0.0017416667167580453,0.017662882732168053,-0.09860602842513817,18905
205,-0.0018566666660706206,0.013100679012390886,-0.14172293392690163,17693
206,-0.0026783333651738944,0.013576156717354352,-0.1972821484706486,18894
207,-0.003341666738204658,0.019151234005452718,-0.1744883247342298,19076
208,-0.0033600000367864664,0.012785150256909931,-0.26280489233753845,12781
209,-0.005440000016166014,0.020878922461975247,-0.26054984523618774,7107
210,-0.006525000015428134,0.012778949178553779,-0.5106053654535765,9983
211,-0.01761578948473631,0.00508012256799225,-3.4675914309087954,18463
212,-0.0074099999649933305,0.012475037820661838,-0.5939861723481499,68
213,-0.0074133333453522444,0.01811645174912364,-0.4092044870602686,16964
214,-0.009261666640580903,0.013427324089682384,-0.6897626495585676,13905
215,-0.004430000007576891,0.009982823570142213,-0.44376222583224345,18661
216,-0.020493333284302306,0.05133865019270052,-0.3991794331829961,16419
