,Date,SPX Index,BCOM Index,MSEUEMEA Index,LGDRTRUU Index,HEDGDIST Index,MXEF Index
2364,22-Jun-21,"4,246",92.0,273.0,298.0,942.0,"1,347"
2365,23-Jun-21,"4,242",92.0,276.0,298.0,942.0,"1,361"
2366,24-Jun-21,"4,266",92.0,276.0,298.0,942.0,"1,367"
2367,25-Jun-21,"4,281",92.0,277.0,298.0,942.0,"1,380"
2368,26-Jun-21,"4,281",92.0,277.0,298.0,942.0,"1,380"
2369,27-Jun-21,"4,281",92.0,277.0,298.0,942.0,"1,380"
2370,28-Jun-21,"4,291",93.0,276.0,298.0,942.0,"1,381"
2371,29-Jun-21,"4,292",93.0,276.0,298.0,942.0,"1,377"
2372,30-Jun-21,"4,298",95.0,275.0,298.0,949.0,"1,375"
2373,1-Jul-21,"4,320",95.0,275.0,298.0,949.0,"1,368"
2374,2-Jul-21,"4,352",95.0,276.0,298.0,949.0,"1,355"
2375,3-Jul-21,"4,352",95.0,276.0,298.0,949.0,"1,355"
2376,4-Jul-21,"4,352",95.0,276.0,298.0,949.0,"1,355"
2377,5-Jul-21,"4,352",95.0,276.0,298.0,949.0,"1,354"
2378,6-Jul-21,"4,344",93.0,273.0,299.0,949.0,"1,347"
2379,7-Jul-21,"4,358",92.0,275.0,300.0,949.0,"1,341"
2380,8-Jul-21,"4,321",93.0,271.0,300.0,949.0,"1,316"
2381,9-Jul-21,"4,370",93.0,273.0,299.0,949.0,"1,318"
2382,10-Jul-21,"4,370",93.0,273.0,299.0,949.0,"1,318"
2383,11-Jul-21,"4,370",93.0,273.0,299.0,949.0,"1,318"
2384,12-Jul-21,"4,385",94.0,272.0,299.0,949.0,"1,327"
2385,13-Jul-21,"4,369",94.0,271.0,299.0,949.0,"1,340"
2386,14-Jul-21,"4,374",94.0,272.0,299.0,949.0,"1,338"
2387,15-Jul-21,"4,360",94.0,271.0,300.0,949.0,"1,348"
2388,16-Jul-21,"4,327",94.0,271.0,300.0,949.0,"1,340"
2389,17-Jul-21,"4,327",94.0,271.0,300.0,949.0,"1,340"
2390,18-Jul-21,"4,327",94.0,271.0,300.0,949.0,"1,340"
2391,19-Jul-21,"4,258",92.0,266.0,301.0,949.0,"1,317"
2392,20-Jul-21,"4,323",93.0,266.0,300.0,949.0,"1,311"
2393,21-Jul-21,"4,359",95.0,268.0,300.0,949.0,"1,312"
2394,22-Jul-21,"4,367",96.0,270.0,300.0,949.0,"1,326"
2395,23-Jul-21,"4,412",96.0,269.0,300.0,949.0,"1,311"
2396,24-Jul-21,"4,412",96.0,269.0,300.0,949.0,"1,311"
2397,25-Jul-21,"4,412",96.0,269.0,300.0,949.0,"1,311"
2398,26-Jul-21,"4,422",97.0,268.0,300.0,949.0,"1,280"
2399,27-Jul-21,"4,401",96.0,267.0,301.0,949.0,"1,252"
2400,28-Jul-21,"4,401",96.0,270.0,301.0,949.0,"1,268"
2401,29-Jul-21,"4,419",98.0,275.0,302.0,949.0,"1,295"
2402,30-Jul-21,"4,395",96.0,274.0,302.0,941.0,"1,278"
2403,31-Jul-21,"4,395",96.0,274.0,302.0,941.0,"1,278"
2404,1-Aug-21,"4,395",96.0,274.0,302.0,941.0,"1,278"
2405,2-Aug-21,"4,387",96.0,277.0,302.0,941.0,"1,293"
2406,3-Aug-21,"4,423",95.0,277.0,302.0,941.0,"1,294"
2407,4-Aug-21,"4,403",95.0,278.0,302.0,941.0,"1,304"
2408,5-Aug-21,"4,429",95.0,279.0,302.0,941.0,"1,300"
2409,6-Aug-21,"4,437",95.0,276.0,300.0,941.0,"1,293"
2410,7-Aug-21,"4,437",95.0,276.0,300.0,941.0,"1,293"
2411,8-Aug-21,"4,437",95.0,276.0,300.0,941.0,"1,293"
2412,9-Aug-21,"4,432",93.0,276.0,299.0,941.0,"1,294"
2413,10-Aug-21,"4,437",94.0,278.0,299.0,941.0,"1,300"
2414,11-Aug-21,"4,448",95.0,279.0,299.0,941.0,"1,298"
2415,12-Aug-21,"4,461",95.0,279.0,299.0,941.0,"1,291"
2416,13-Aug-21,"4,468",95.0,279.0,301.0,941.0,"1,281"
2417,14-Aug-21,"4,468",95.0,279.0,301.0,941.0,"1,281"
2418,15-Aug-21,"4,468",95.0,279.0,301.0,941.0,"1,281"
2419,16-Aug-21,"4,480",95.0,279.0,301.0,941.0,"1,272"
2420,17-Aug-21,"4,448",94.0,280.0,300.0,941.0,"1,256"
2421,18-Aug-21,"4,400",93.0,279.0,300.0,941.0,"1,262"
2422,19-Aug-21,"4,406",92.0,273.0,300.0,941.0,"1,232"
2423,20-Aug-21,"4,442",91.0,271.0,300.0,941.0,"1,221"
2424,21-Aug-21,"4,442",91.0,271.0,300.0,941.0,"1,221"
2425,22-Aug-21,"4,442",91.0,271.0,300.0,941.0,"1,221"
2426,23-Aug-21,"4,480",93.0,274.0,300.0,941.0,"1,238"
2427,24-Aug-21,"4,486",94.0,277.0,300.0,941.0,"1,270"
2428,25-Aug-21,"4,496",95.0,276.0,300.0,941.0,"1,275"
2429,26-Aug-21,"4,470",95.0,275.0,300.0,941.0,"1,266"
2430,27-Aug-21,"4,509",96.0,278.0,300.0,941.0,"1,273"
2431,28-Aug-21,"4,509",96.0,278.0,300.0,941.0,"1,273"
2432,29-Aug-21,"4,509",96.0,278.0,300.0,941.0,"1,273"
2433,30-Aug-21,"4,529",96.0,280.0,301.0,941.0,"1,285"
2434,31-Aug-21,"4,523",96.0,283.0,300.0,946.0,"1,309"
2435,1-Sep-21,"4,524",96.0,285.0,301.0,946.0,"1,312"
2436,2-Sep-21,"4,537",97.0,284.0,301.0,946.0,"1,312"
2437,3-Sep-21,"4,535",97.0,285.0,301.0,946.0,"1,316"
2438,4-Sep-21,"4,535",97.0,285.0,301.0,946.0,"1,316"
2439,5-Sep-21,"4,535",97.0,285.0,301.0,946.0,"1,316"
2440,6-Sep-21,"4,535",97.0,286.0,301.0,946.0,"1,324"
2441,7-Sep-21,"4,520",96.0,285.0,300.0,946.0,"1,326"
2442,8-Sep-21,"4,514",97.0,284.0,300.0,946.0,"1,314"
2443,9-Sep-21,"4,493",97.0,283.0,301.0,946.0,"1,300"
2444,10-Sep-21,"4,459",97.0,283.0,301.0,946.0,"1,309"
2445,11-Sep-21,"4,459",97.0,283.0,301.0,946.0,"1,309"
2446,12-Sep-21,"4,459",97.0,283.0,301.0,946.0,"1,309"
2447,13-Sep-21,"4,469",98.0,285.0,301.0,946.0,"1,302"
2448,14-Sep-21,"4,443",98.0,285.0,302.0,946.0,"1,296"
2449,15-Sep-21,"4,481",100.0,285.0,301.0,946.0,"1,289"
2450,16-Sep-21,"4,474",99.0,282.0,300.0,946.0,"1,277"
2451,17-Sep-21,"4,433",98.0,282.0,300.0,946.0,"1,279"
2452,18-Sep-21,"4,433",98.0,282.0,300.0,946.0,"1,279"
2453,19-Sep-21,"4,433",98.0,282.0,300.0,946.0,"1,279"
2454,20-Sep-21,"4,358",96.0,277.0,300.0,946.0,"1,258"
2455,21-Sep-21,"4,354",96.0,277.0,300.0,946.0,"1,261"
2456,22-Sep-21,"4,396",97.0,281.0,300.0,946.0,"1,263"
2457,23-Sep-21,"4,449",98.0,282.0,299.0,946.0,"1,273"
2458,24-Sep-21,"4,455",99.0,280.0,298.0,946.0,"1,265"
2459,25-Sep-21,"4,455",99.0,280.0,298.0,946.0,"1,265"
2460,26-Sep-21,"4,455",99.0,280.0,298.0,946.0,"1,265"
2461,27-Sep-21,"4,443",101.0,282.0,298.0,946.0,"1,267"
2462,28-Sep-21,"4,353",101.0,281.0,296.0,946.0,"1,261"
2463,29-Sep-21,"4,359",100.0,281.0,296.0,946.0,"1,251"
2464,30-Sep-21,"4,308",101.0,284.0,296.0,957.0,"1,253"
2465,1-Oct-21,"4,357",101.0,284.0,296.0,957.0,"1,247"
2466,2-Oct-21,"4,357",101.0,284.0,296.0,957.0,"1,247"
2467,3-Oct-21,"4,357",101.0,284.0,296.0,957.0,"1,247"
2468,4-Oct-21,"4,300",102.0,284.0,297.0,957.0,"1,236"
2469,5-Oct-21,"4,346",104.0,288.0,296.0,957.0,"1,237"
2470,6-Oct-21,"4,364",102.0,286.0,295.0,957.0,"1,227"
2471,7-Oct-21,"4,400",102.0,290.0,295.0,957.0,"1,253"
2472,8-Oct-21,"4,391",103.0,290.0,294.0,957.0,"1,257"
2473,9-Oct-21,"4,391",103.0,290.0,294.0,957.0,"1,257"
2474,10-Oct-21,"4,391",103.0,290.0,294.0,957.0,"1,257"
2475,11-Oct-21,"4,361",103.0,292.0,294.0,957.0,"1,266"
2476,12-Oct-21,"4,351",103.0,292.0,294.0,957.0,"1,254"
2477,13-Oct-21,"4,364",103.0,293.0,295.0,957.0,"1,260"
2478,14-Oct-21,"4,438",104.0,294.0,296.0,957.0,"1,267"
2479,15-Oct-21,"4,471",105.0,296.0,296.0,957.0,"1,284"
2480,16-Oct-21,"4,471",105.0,296.0,296.0,957.0,"1,284"
2481,17-Oct-21,"4,471",105.0,296.0,296.0,957.0,"1,284"
2482,18-Oct-21,"4,486",104.0,295.0,295.0,957.0,"1,283"
2483,19-Oct-21,"4,520",104.0,297.0,295.0,957.0,"1,295"
2484,20-Oct-21,"4,536",105.0,299.0,295.0,957.0,"1,301"
2485,21-Oct-21,"4,550",103.0,296.0,294.0,957.0,"1,293"
2486,22-Oct-21,"4,545",104.0,296.0,295.0,957.0,"1,293"
2487,23-Oct-21,"4,545",104.0,296.0,295.0,957.0,"1,293"
2488,24-Oct-21,"4,545",104.0,296.0,295.0,957.0,"1,293"
2489,25-Oct-21,"4,566",106.0,297.0,295.0,957.0,"1,297"
2490,26-Oct-21,"4,575",106.0,297.0,295.0,957.0,"1,296"
2491,27-Oct-21,"4,552",105.0,294.0,297.0,957.0,"1,283"
2492,28-Oct-21,"4,596",104.0,293.0,297.0,957.0,"1,276"
2493,29-Oct-21,"4,605",103.0,291.0,296.0,968.0,"1,265"
2494,30-Oct-21,"4,605",103.0,291.0,296.0,968.0,"1,265"
2495,31-Oct-21,"4,605",103.0,291.0,296.0,968.0,"1,265"
2496,1-Nov-21,"4,614",104.0,291.0,295.0,968.0,"1,265"
2497,2-Nov-21,"4,631",104.0,292.0,296.0,968.0,"1,264"
2498,3-Nov-21,"4,661",103.0,291.0,296.0,968.0,"1,262"
2499,4-Nov-21,"4,680",103.0,294.0,296.0,968.0,"1,268"
2500,5-Nov-21,"4,698",103.0,294.0,298.0,968.0,"1,264"
2501,6-Nov-21,"4,698",103.0,294.0,298.0,968.0,"1,264"
2502,7-Nov-21,"4,698",103.0,294.0,298.0,968.0,"1,264"
2503,8-Nov-21,"4,702",103.0,297.0,298.0,968.0,"1,269"
2504,9-Nov-21,"4,685",102.0,295.0,298.0,968.0,"1,273"
2505,10-Nov-21,"4,647",102.0,294.0,296.0,968.0,"1,274"
2506,11-Nov-21,"4,649",103.0,296.0,295.0,968.0,"1,281"
2507,12-Nov-21,"4,683",103.0,291.0,295.0,968.0,"1,285"
2508,13-Nov-21,"4,683",103.0,291.0,295.0,968.0,"1,285"
2509,14-Nov-21,"4,683",103.0,291.0,295.0,968.0,"1,285"
2510,15-Nov-21,"4,683",103.0,292.0,294.0,968.0,"1,287"
2511,16-Nov-21,"4,701",103.0,290.0,293.0,968.0,"1,291"
2512,17-Nov-21,"4,689",102.0,291.0,293.0,968.0,"1,287"
2513,18-Nov-21,"4,705",103.0,288.0,294.0,968.0,"1,274"
2514,19-Nov-21,"4,698",102.0,284.0,294.0,968.0,"1,269"
2515,20-Nov-21,"4,698",102.0,284.0,294.0,968.0,"1,269"
2516,21-Nov-21,"4,698",102.0,284.0,294.0,968.0,"1,269"
2517,22-Nov-21,"4,683",102.0,276.0,292.0,968.0,"1,262"
2518,23-Nov-21,"4,691",103.0,277.0,291.0,968.0,"1,255"
2519,24-Nov-21,"4,701",104.0,276.0,291.0,968.0,"1,253"
2520,25-Nov-21,"4,701",104.0,276.0,291.0,968.0,"1,255"
2521,26-Nov-21,"4,595",100.0,268.0,293.0,968.0,"1,223"
2522,27-Nov-21,"4,595",100.0,268.0,293.0,968.0,"1,223"
2523,28-Nov-21,"4,595",100.0,268.0,293.0,968.0,"1,223"
2524,29-Nov-21,"4,655",99.0,268.0,293.0,968.0,"1,219"
2525,30-Nov-21,"4,567",96.0,270.0,293.0,968.0,"1,212"
2526,1-Dec-21,"4,513",95.0,276.0,294.0,968.0,"1,227"
2527,2-Dec-21,"4,577",95.0,276.0,294.0,968.0,"1,236"
2528,3-Dec-21,"4,538",96.0,274.0,295.0,968.0,"1,225"
2529,4-Dec-21,"4,538",96.0,274.0,295.0,968.0,"1,225"
2530,5-Dec-21,"4,538",96.0,274.0,295.0,968.0,"1,225"
2531,6-Dec-21,"4,592",96.0,275.0,294.0,968.0,"1,214"
2532,7-Dec-21,"4,687",97.0,278.0,294.0,968.0,"1,236"
