,Date,SPX Index,BCOM Index,MSEUEMEA Index,LGDRTRUU Index,HEDGDIST Index,MXEF Index
1995,18-Jun-20,"3,115",64.0,209.0,283.0,766.0,995
1996,19-Jun-20,"3,098",65.0,211.0,283.0,766.0,"1,001"
1997,20-Jun-20,"3,098",65.0,211.0,283.0,766.0,"1,001"
1998,21-Jun-20,"3,098",65.0,211.0,283.0,766.0,"1,001"
1999,22-Jun-20,"3,118",65.0,211.0,283.0,766.0,"1,000"
2000,23-Jun-20,"3,131",65.0,214.0,284.0,766.0,"1,015"
2001,24-Jun-20,"3,050",64.0,211.0,283.0,766.0,"1,011"
2002,25-Jun-20,"3,084",63.0,210.0,283.0,766.0,"1,004"
2003,26-Jun-20,"3,009",63.0,208.0,283.0,766.0,999
2004,27-Jun-20,"3,009",63.0,208.0,283.0,766.0,999
2005,28-Jun-20,"3,009",63.0,208.0,283.0,766.0,999
2006,29-Jun-20,"3,053",64.0,209.0,283.0,766.0,994
2007,30-Jun-20,"3,100",65.0,207.0,283.0,780.0,995
2008,1-Jul-20,"3,116",65.0,208.0,284.0,780.0,"1,001"
2009,2-Jul-20,"3,130",66.0,212.0,285.0,780.0,"1,023"
2010,3-Jul-20,"3,130",66.0,211.0,285.0,780.0,"1,033"
2011,4-Jul-20,"3,130",66.0,211.0,285.0,780.0,"1,033"
2012,5-Jul-20,"3,130",66.0,211.0,285.0,780.0,"1,033"
2013,6-Jul-20,"3,180",66.0,212.0,286.0,780.0,"1,061"
2014,7-Jul-20,"3,145",67.0,212.0,286.0,780.0,"1,053"
2015,8-Jul-20,"3,170",67.0,213.0,286.0,780.0,"1,070"
2016,9-Jul-20,"3,152",66.0,213.0,287.0,780.0,"1,080"
2017,10-Jul-20,"3,185",67.0,214.0,287.0,780.0,"1,069"
2018,11-Jul-20,"3,185",67.0,214.0,287.0,780.0,"1,069"
2019,12-Jul-20,"3,185",67.0,214.0,287.0,780.0,"1,069"
2020,13-Jul-20,"3,155",66.0,214.0,287.0,780.0,"1,071"
2021,14-Jul-20,"3,198",66.0,212.0,288.0,780.0,"1,060"
2022,15-Jul-20,"3,227",67.0,213.0,288.0,780.0,"1,066"
2023,16-Jul-20,"3,216",66.0,213.0,289.0,780.0,"1,046"
2024,17-Jul-20,"3,225",66.0,213.0,289.0,780.0,"1,055"
2025,18-Jul-20,"3,225",66.0,213.0,289.0,780.0,"1,055"
2026,19-Jul-20,"3,225",66.0,213.0,289.0,780.0,"1,055"
2027,20-Jul-20,"3,252",66.0,214.0,290.0,780.0,"1,065"
2028,21-Jul-20,"3,257",67.0,217.0,291.0,780.0,"1,086"
2029,22-Jul-20,"3,276",68.0,217.0,292.0,780.0,"1,078"
2030,23-Jul-20,"3,236",68.0,216.0,292.0,780.0,"1,078"
2031,24-Jul-20,"3,216",68.0,215.0,292.0,780.0,"1,060"
2032,25-Jul-20,"3,216",68.0,215.0,292.0,780.0,"1,060"
2033,26-Jul-20,"3,216",68.0,215.0,292.0,780.0,"1,060"
2034,27-Jul-20,"3,239",69.0,218.0,294.0,780.0,"1,073"
2035,28-Jul-20,"3,218",69.0,217.0,294.0,780.0,"1,082"
2036,29-Jul-20,"3,258",69.0,218.0,294.0,780.0,"1,087"
2037,30-Jul-20,"3,246",68.0,213.0,295.0,780.0,"1,082"
2038,31-Jul-20,"3,271",69.0,212.0,295.0,778.0,"1,079"
2039,1-Aug-20,"3,271",69.0,212.0,295.0,778.0,"1,079"
2040,2-Aug-20,"3,271",69.0,212.0,295.0,778.0,"1,079"
2041,3-Aug-20,"3,295",70.0,211.0,294.0,778.0,"1,078"
2042,4-Aug-20,"3,307",71.0,211.0,295.0,778.0,"1,090"
2043,5-Aug-20,"3,328",71.0,215.0,296.0,778.0,"1,103"
2044,6-Aug-20,"3,349",71.0,213.0,296.0,778.0,"1,107"
2045,7-Aug-20,"3,351",70.0,211.0,296.0,778.0,"1,089"
2046,8-Aug-20,"3,351",70.0,211.0,296.0,778.0,"1,089"
2047,9-Aug-20,"3,351",70.0,211.0,296.0,778.0,"1,089"
2048,10-Aug-20,"3,360",71.0,211.0,296.0,778.0,"1,086"
2049,11-Aug-20,"3,334",70.0,214.0,295.0,778.0,"1,091"
2050,12-Aug-20,"3,380",70.0,216.0,294.0,778.0,"1,094"
2051,13-Aug-20,"3,373",71.0,217.0,294.0,778.0,"1,096"
2052,14-Aug-20,"3,373",71.0,217.0,293.0,778.0,"1,093"
2053,15-Aug-20,"3,373",71.0,217.0,293.0,778.0,"1,093"
2054,16-Aug-20,"3,373",71.0,217.0,293.0,778.0,"1,093"
2055,17-Aug-20,"3,382",72.0,217.0,294.0,778.0,"1,100"
2056,18-Aug-20,"3,390",72.0,218.0,294.0,778.0,"1,105"
2057,19-Aug-20,"3,375",72.0,218.0,294.0,778.0,"1,099"
2058,20-Aug-20,"3,386",72.0,214.0,294.0,778.0,"1,081"
2059,21-Aug-20,"3,397",71.0,215.0,294.0,778.0,"1,092"
2060,22-Aug-20,"3,397",71.0,215.0,294.0,778.0,"1,092"
2061,23-Aug-20,"3,397",71.0,215.0,294.0,778.0,"1,092"
2062,24-Aug-20,"3,431",72.0,219.0,294.0,778.0,"1,108"
2063,25-Aug-20,"3,444",72.0,218.0,294.0,778.0,"1,115"
2064,26-Aug-20,"3,479",72.0,219.0,293.0,778.0,"1,119"
2065,27-Aug-20,"3,485",73.0,218.0,292.0,778.0,"1,117"
2066,28-Aug-20,"3,508",73.0,218.0,293.0,778.0,"1,122"
2067,29-Aug-20,"3,508",73.0,218.0,293.0,778.0,"1,122"
2068,30-Aug-20,"3,508",73.0,218.0,293.0,778.0,"1,122"
2069,31-Aug-20,"3,500",73.0,214.0,294.0,793.0,"1,102"
2070,1-Sep-20,"3,527",74.0,216.0,295.0,793.0,"1,120"
2071,2-Sep-20,"3,581",73.0,213.0,295.0,793.0,"1,119"
2072,3-Sep-20,"3,455",72.0,212.0,295.0,793.0,"1,109"
2073,4-Sep-20,"3,427",72.0,211.0,294.0,793.0,"1,100"
2074,5-Sep-20,"3,427",72.0,211.0,294.0,793.0,"1,100"
2075,6-Sep-20,"3,427",72.0,211.0,294.0,793.0,"1,100"
2076,7-Sep-20,"3,427",72.0,211.0,294.0,793.0,"1,095"
2077,8-Sep-20,"3,332",71.0,209.0,294.0,793.0,"1,088"
2078,9-Sep-20,"3,399",72.0,212.0,293.0,793.0,"1,086"
2079,10-Sep-20,"3,339",71.0,213.0,294.0,793.0,"1,085"
2080,11-Sep-20,"3,341",72.0,214.0,294.0,793.0,"1,092"
2081,12-Sep-20,"3,341",72.0,214.0,294.0,793.0,"1,092"
2082,13-Sep-20,"3,341",72.0,214.0,294.0,793.0,"1,092"
2083,14-Sep-20,"3,384",72.0,215.0,294.0,793.0,"1,104"
2084,15-Sep-20,"3,401",72.0,217.0,294.0,793.0,"1,113"
2085,16-Sep-20,"3,385",72.0,217.0,294.0,793.0,"1,117"
2086,17-Sep-20,"3,357",72.0,216.0,294.0,793.0,"1,107"
2087,18-Sep-20,"3,319",73.0,215.0,294.0,793.0,"1,109"
2088,19-Sep-20,"3,319",73.0,215.0,294.0,793.0,"1,109"
2089,20-Sep-20,"3,319",73.0,215.0,294.0,793.0,"1,109"
2090,21-Sep-20,"3,281",71.0,206.0,293.0,793.0,"1,090"
2091,22-Sep-20,"3,316",71.0,207.0,293.0,793.0,"1,083"
2092,23-Sep-20,"3,237",71.0,207.0,292.0,793.0,"1,078"
2093,24-Sep-20,"3,247",71.0,206.0,292.0,793.0,"1,058"
2094,25-Sep-20,"3,298",71.0,204.0,291.0,793.0,"1,059"
2095,26-Sep-20,"3,298",71.0,204.0,291.0,793.0,"1,059"
2096,27-Sep-20,"3,298",71.0,204.0,291.0,793.0,"1,059"
2097,28-Sep-20,"3,352",71.0,206.0,291.0,793.0,"1,070"
2098,29-Sep-20,"3,335",70.0,206.0,292.0,793.0,"1,069"
2099,30-Sep-20,"3,363",71.0,209.0,292.0,787.0,"1,082"
2100,1-Oct-20,"3,381",70.0,209.0,292.0,787.0,"1,085"
2101,2-Oct-20,"3,348",70.0,208.0,292.0,787.0,"1,082"
2102,3-Oct-20,"3,348",70.0,208.0,292.0,787.0,"1,082"
2103,4-Oct-20,"3,348",70.0,208.0,292.0,787.0,"1,082"
2104,5-Oct-20,"3,409",71.0,209.0,292.0,787.0,"1,091"
2105,6-Oct-20,"3,361",71.0,210.0,293.0,787.0,"1,102"
2106,7-Oct-20,"3,419",72.0,209.0,292.0,787.0,"1,108"
2107,8-Oct-20,"3,447",72.0,210.0,293.0,787.0,"1,117"
2108,9-Oct-20,"3,477",73.0,212.0,294.0,787.0,"1,123"
2109,10-Oct-20,"3,477",73.0,212.0,294.0,787.0,"1,123"
2110,11-Oct-20,"3,477",73.0,212.0,294.0,787.0,"1,123"
2111,12-Oct-20,"3,534",73.0,213.0,294.0,787.0,"1,137"
2112,13-Oct-20,"3,512",73.0,212.0,294.0,787.0,"1,136"
2113,14-Oct-20,"3,489",73.0,212.0,294.0,787.0,"1,136"
2114,15-Oct-20,"3,483",73.0,209.0,294.0,787.0,"1,121"
2115,16-Oct-20,"3,484",73.0,210.0,294.0,787.0,"1,124"
2116,17-Oct-20,"3,484",73.0,210.0,294.0,787.0,"1,124"
2117,18-Oct-20,"3,484",73.0,210.0,294.0,787.0,"1,124"
2118,19-Oct-20,"3,427",74.0,210.0,294.0,787.0,"1,127"
2119,20-Oct-20,"3,443",74.0,210.0,294.0,787.0,"1,134"
2120,21-Oct-20,"3,436",74.0,211.0,294.0,787.0,"1,138"
2121,22-Oct-20,"3,453",74.0,212.0,294.0,787.0,"1,137"
2122,23-Oct-20,"3,465",74.0,212.0,294.0,787.0,"1,136"
2123,24-Oct-20,"3,465",74.0,212.0,294.0,787.0,"1,136"
2124,25-Oct-20,"3,465",74.0,212.0,294.0,787.0,"1,136"
2125,26-Oct-20,"3,401",73.0,209.0,294.0,787.0,"1,131"
2126,27-Oct-20,"3,391",74.0,209.0,295.0,787.0,"1,134"
2127,28-Oct-20,"3,271",72.0,202.0,294.0,787.0,"1,121"
2128,29-Oct-20,"3,310",72.0,199.0,292.0,787.0,"1,120"
2129,30-Oct-20,"3,270",72.0,199.0,292.0,786.0,"1,103"
2130,31-Oct-20,"3,270",72.0,199.0,292.0,786.0,"1,103"
2131,1-Nov-20,"3,270",72.0,199.0,292.0,786.0,"1,103"
2132,2-Nov-20,"3,310",72.0,202.0,292.0,786.0,"1,115"
2133,3-Nov-20,"3,369",72.0,206.0,293.0,786.0,"1,121"
2134,4-Nov-20,"3,443",73.0,208.0,295.0,786.0,"1,135"
2135,5-Nov-20,"3,510",73.0,215.0,296.0,786.0,"1,166"
2136,6-Nov-20,"3,509",73.0,217.0,296.0,786.0,"1,176"
2137,7-Nov-20,"3,509",73.0,217.0,296.0,786.0,"1,176"
2138,8-Nov-20,"3,509",73.0,217.0,296.0,786.0,"1,176"
2139,9-Nov-20,"3,551",73.0,224.0,295.0,786.0,"1,192"
2140,10-Nov-20,"3,546",74.0,224.0,295.0,786.0,"1,180"
2141,11-Nov-20,"3,573",74.0,224.0,295.0,786.0,"1,179"
2142,12-Nov-20,"3,537",74.0,224.0,296.0,786.0,"1,182"
2143,13-Nov-20,"3,585",74.0,224.0,296.0,786.0,"1,188"
2144,14-Nov-20,"3,585",74.0,224.0,296.0,786.0,"1,188"
2145,15-Nov-20,"3,585",74.0,224.0,296.0,786.0,"1,188"
2146,16-Nov-20,"3,627",74.0,228.0,296.0,786.0,"1,203"
2147,17-Nov-20,"3,610",74.0,226.0,297.0,786.0,"1,201"
2148,18-Nov-20,"3,568",74.0,228.0,298.0,786.0,"1,208"
2149,19-Nov-20,"3,582",74.0,225.0,298.0,786.0,"1,200"
2150,20-Nov-20,"3,558",74.0,227.0,299.0,786.0,"1,209"
2151,21-Nov-20,"3,558",74.0,227.0,299.0,786.0,"1,209"
2152,22-Nov-20,"3,558",74.0,227.0,299.0,786.0,"1,209"
2153,23-Nov-20,"3,578",74.0,226.0,298.0,786.0,"1,221"
2154,24-Nov-20,"3,635",75.0,229.0,299.0,786.0,"1,226"
2155,25-Nov-20,"3,630",75.0,230.0,299.0,786.0,"1,218"
2156,26-Nov-20,"3,630",75.0,232.0,299.0,786.0,"1,230"
2157,27-Nov-20,"3,638",75.0,231.0,300.0,786.0,"1,231"
2158,28-Nov-20,"3,638",75.0,231.0,300.0,786.0,"1,231"
2159,29-Nov-20,"3,638",75.0,231.0,300.0,786.0,"1,231"
2160,30-Nov-20,"3,622",74.0,227.0,300.0,840.0,"1,205"
2161,1-Dec-20,"3,662",75.0,231.0,300.0,840.0,"1,224"
2162,2-Dec-20,"3,669",74.0,232.0,300.0,840.0,"1,229"
2163,3-Dec-20,"3,667",74.0,234.0,302.0,840.0,"1,239"
2164,4-Dec-20,"3,699",74.0,235.0,301.0,840.0,"1,251"
2165,5-Dec-20,"3,699",74.0,235.0,301.0,840.0,"1,251"
2166,6-Dec-20,"3,699",74.0,235.0,301.0,840.0,"1,251"
2167,7-Dec-20,"3,692",74.0,237.0,301.0,840.0,"1,253"
2168,8-Dec-20,"3,702",74.0,237.0,301.0,840.0,"1,254"
2169,9-Dec-20,"3,673",74.0,238.0,301.0,840.0,"1,256"
2170,10-Dec-20,"3,668",75.0,239.0,301.0,840.0,"1,255"
2171,11-Dec-20,"3,663",75.0,239.0,301.0,840.0,"1,258"
2172,12-Dec-20,"3,663",75.0,239.0,301.0,840.0,"1,258"
2173,13-Dec-20,"3,663",75.0,239.0,301.0,840.0,"1,258"
2174,14-Dec-20,"3,647",75.0,239.0,302.0,840.0,"1,250"
2175,15-Dec-20,"3,695",76.0,239.0,302.0,840.0,"1,250"
2176,16-Dec-20,"3,701",76.0,240.0,302.0,840.0,"1,264"
2177,17-Dec-20,"3,722",77.0,244.0,303.0,840.0,"1,273"
2178,18-Dec-20,"3,709",77.0,243.0,302.0,840.0,"1,268"
2179,19-Dec-20,"3,709",77.0,243.0,302.0,840.0,"1,268"
2180,20-Dec-20,"3,709",77.0,243.0,302.0,840.0,"1,268"
2181,21-Dec-20,"3,695",77.0,237.0,302.0,840.0,"1,257"
2182,22-Dec-20,"3,687",77.0,238.0,302.0,840.0,"1,249"
2183,23-Dec-20,"3,690",77.0,240.0,302.0,840.0,"1,258"
2184,24-Dec-20,"3,703",77.0,240.0,302.0,840.0,"1,254"
2185,25-Dec-20,"3,703",77.0,240.0,302.0,840.0,"1,255"
2186,26-Dec-20,"3,703",77.0,240.0,302.0,840.0,"1,255"
2187,27-Dec-20,"3,703",77.0,240.0,302.0,840.0,"1,255"
2188,28-Dec-20,"3,735",77.0,240.0,303.0,840.0,"1,252"
2189,29-Dec-20,"3,727",77.0,241.0,303.0,840.0,"1,267"
2190,30-Dec-20,"3,732",78.0,242.0,304.0,840.0,"1,289"
2191,31-Dec-20,"3,756",78.0,241.0,304.0,860.0,"1,291"
2192,1-Jan-21,"3,756",78.0,241.0,304.0,860.0,"1,292"
2193,2-Jan-21,"3,756",78.0,241.0,304.0,860.0,"1,292"
2194,3-Jan-21,"3,756",78.0,241.0,304.0,860.0,"1,292"
2195,4-Jan-21,"3,701",79.0,244.0,304.0,860.0,"1,304"
2196,5-Jan-21,"3,727",80.0,243.0,303.0,860.0,"1,320"
2197,6-Jan-21,"3,748",80.0,244.0,302.0,860.0,"1,315"
2198,7-Jan-21,"3,804",80.0,243.0,302.0,860.0,"1,322"
2199,8-Jan-21,"3,825",80.0,247.0,302.0,860.0,"1,354"
2200,9-Jan-21,"3,825",80.0,247.0,302.0,860.0,"1,354"
2201,10-Jan-21,"3,825",80.0,247.0,302.0,860.0,"1,354"
2202,11-Jan-21,"3,800",79.0,247.0,300.0,860.0,"1,350"
2203,12-Jan-21,"3,801",81.0,249.0,300.0,860.0,"1,354"
2204,13-Jan-21,"3,810",81.0,250.0,301.0,860.0,"1,364"
2205,14-Jan-21,"3,796",81.0,251.0,301.0,860.0,"1,371"
2206,15-Jan-21,"3,768",80.0,249.0,301.0,860.0,"1,358"
2207,16-Jan-21,"3,768",80.0,249.0,301.0,860.0,"1,358"
2208,17-Jan-21,"3,768",80.0,249.0,301.0,860.0,"1,358"
2209,18-Jan-21,"3,768",80.0,250.0,301.0,860.0,"1,359"
2210,19-Jan-21,"3,799",80.0,252.0,302.0,860.0,"1,381"
2211,20-Jan-21,"3,852",80.0,253.0,302.0,860.0,"1,401"
2212,21-Jan-21,"3,853",80.0,252.0,301.0,860.0,"1,406"
2213,22-Jan-21,"3,841",79.0,248.0,301.0,860.0,"1,393"
2214,23-Jan-21,"3,841",79.0,248.0,301.0,860.0,"1,393"
2215,24-Jan-21,"3,841",79.0,248.0,301.0,860.0,"1,393"
2216,25-Jan-21,"3,855",80.0,248.0,302.0,860.0,"1,410"
2217,26-Jan-21,"3,850",80.0,248.0,302.0,860.0,"1,389"
2218,27-Jan-21,"3,751",80.0,244.0,301.0,860.0,"1,371"
2219,28-Jan-21,"3,787",80.0,245.0,301.0,860.0,"1,351"
2220,29-Jan-21,"3,714",80.0,244.0,301.0,862.0,"1,330"
2221,30-Jan-21,"3,714",80.0,244.0,301.0,862.0,"1,330"
2222,31-Jan-21,"3,714",80.0,244.0,301.0,862.0,"1,330"
2223,1-Feb-21,"3,774",82.0,243.0,301.0,862.0,"1,361"
2224,2-Feb-21,"3,826",81.0,245.0,300.0,862.0,"1,381"
2225,3-Feb-21,"3,830",82.0,245.0,299.0,862.0,"1,393"
2226,4-Feb-21,"3,872",82.0,246.0,299.0,862.0,"1,388"
2227,5-Feb-21,"3,887",82.0,250.0,299.0,862.0,"1,395"
2228,6-Feb-21,"3,887",82.0,250.0,299.0,862.0,"1,395"
2229,7-Feb-21,"3,887",82.0,250.0,299.0,862.0,"1,395"
2230,8-Feb-21,"3,916",84.0,252.0,300.0,862.0,"1,400"
2231,9-Feb-21,"3,911",84.0,253.0,300.0,862.0,"1,409"
2232,10-Feb-21,"3,910",84.0,254.0,301.0,862.0,"1,423"
2233,11-Feb-21,"3,916",83.0,256.0,301.0,862.0,"1,428"
2234,12-Feb-21,"3,935",84.0,256.0,300.0,862.0,"1,429"
2235,13-Feb-21,"3,935",84.0,256.0,300.0,862.0,"1,429"
2236,14-Feb-21,"3,935",84.0,256.0,300.0,862.0,"1,429"
2237,15-Feb-21,"3,935",84.0,261.0,300.0,862.0,"1,438"
2238,16-Feb-21,"3,933",85.0,259.0,299.0,862.0,"1,442"
2239,17-Feb-21,"3,931",85.0,256.0,299.0,862.0,"1,445"
2240,18-Feb-21,"3,914",85.0,254.0,299.0,862.0,"1,425"
2241,19-Feb-21,"3,907",85.0,256.0,298.0,862.0,"1,430"
2242,20-Feb-21,"3,907",85.0,256.0,298.0,862.0,"1,430"
2243,21-Feb-21,"3,907",85.0,256.0,298.0,862.0,"1,430"
2244,22-Feb-21,"3,877",87.0,254.0,298.0,862.0,"1,398"
2245,23-Feb-21,"3,881",87.0,254.0,298.0,862.0,"1,398"
2246,24-Feb-21,"3,925",88.0,252.0,297.0,862.0,"1,377"
2247,25-Feb-21,"3,829",87.0,253.0,296.0,862.0,"1,384"
2248,26-Feb-21,"3,811",85.0,248.0,297.0,892.0,"1,339"
2249,27-Feb-21,"3,811",85.0,248.0,297.0,892.0,"1,339"
2250,28-Feb-21,"3,811",85.0,248.0,297.0,892.0,"1,339"
2251,1-Mar-21,"3,902",85.0,253.0,296.0,892.0,"1,362"
2252,2-Mar-21,"3,870",85.0,255.0,297.0,892.0,"1,360"
2253,3-Mar-21,"3,820",85.0,255.0,296.0,892.0,"1,378"
2254,4-Mar-21,"3,768",85.0,253.0,295.0,892.0,"1,346"
2255,5-Mar-21,"3,842",86.0,251.0,293.0,892.0,"1,339"
2256,6-Mar-21,"3,842",86.0,251.0,293.0,892.0,"1,339"
2257,7-Mar-21,"3,842",86.0,251.0,293.0,892.0,"1,339"
2258,8-Mar-21,"3,821",85.0,251.0,292.0,892.0,"1,308"
2259,9-Mar-21,"3,875",85.0,256.0,293.0,892.0,"1,318"
2260,10-Mar-21,"3,899",85.0,259.0,293.0,892.0,"1,325"
2261,11-Mar-21,"3,939",86.0,262.0,294.0,892.0,"1,358"
2262,12-Mar-21,"3,943",86.0,260.0,292.0,892.0,"1,348"
2263,13-Mar-21,"3,943",86.0,260.0,292.0,892.0,"1,348"
2264,14-Mar-21,"3,943",86.0,260.0,292.0,892.0,"1,348"
2265,15-Mar-21,"3,969",86.0,262.0,292.0,892.0,"1,340"
2266,16-Mar-21,"3,963",86.0,263.0,292.0,892.0,"1,349"
2267,17-Mar-21,"3,974",86.0,258.0,292.0,892.0,"1,343"
2268,18-Mar-21,"3,915",84.0,258.0,291.0,892.0,"1,347"
2269,19-Mar-21,"3,913",85.0,257.0,291.0,892.0,"1,337"
2270,20-Mar-21,"3,913",85.0,257.0,291.0,892.0,"1,337"
2271,21-Mar-21,"3,913",85.0,257.0,291.0,892.0,"1,337"
2272,22-Mar-21,"3,941",85.0,256.0,292.0,892.0,"1,336"
2273,23-Mar-21,"3,911",83.0,253.0,292.0,892.0,"1,324"
2274,24-Mar-21,"3,889",84.0,251.0,292.0,892.0,"1,298"
2275,25-Mar-21,"3,910",83.0,249.0,292.0,892.0,"1,288"
2276,26-Mar-21,"3,975",84.0,252.0,292.0,892.0,"1,307"
2277,27-Mar-21,"3,975",84.0,252.0,292.0,892.0,"1,307"
2278,28-Mar-21,"3,975",84.0,252.0,292.0,892.0,"1,307"
2279,29-Mar-21,"3,971",84.0,256.0,291.0,892.0,"1,310"
2280,30-Mar-21,"3,959",83.0,256.0,291.0,892.0,"1,320"
2281,31-Mar-21,"3,973",83.0,259.0,291.0,913.0,"1,316"
2282,1-Apr-21,"4,020",84.0,261.0,292.0,913.0,"1,335"
2283,2-Apr-21,"4,020",84.0,261.0,292.0,913.0,"1,338"
2284,3-Apr-21,"4,020",84.0,261.0,292.0,913.0,"1,338"
2285,4-Apr-21,"4,020",84.0,261.0,292.0,913.0,"1,338"
2286,5-Apr-21,"4,078",83.0,262.0,293.0,913.0,"1,339"
2287,6-Apr-21,"4,074",84.0,261.0,293.0,913.0,"1,347"
2288,7-Apr-21,"4,080",84.0,260.0,294.0,913.0,"1,339"
2289,8-Apr-21,"4,097",84.0,261.0,294.0,913.0,"1,343"
2290,9-Apr-21,"4,129",84.0,259.0,294.0,913.0,"1,330"
2291,10-Apr-21,"4,129",84.0,259.0,294.0,913.0,"1,330"
2292,11-Apr-21,"4,129",84.0,259.0,294.0,913.0,"1,330"
2293,12-Apr-21,"4,128",84.0,258.0,294.0,913.0,"1,322"
2294,13-Apr-21,"4,142",84.0,259.0,294.0,913.0,"1,324"
2295,14-Apr-21,"4,125",86.0,263.0,294.0,913.0,"1,337"
2296,15-Apr-21,"4,170",87.0,265.0,296.0,913.0,"1,341"
2297,16-Apr-21,"4,185",87.0,266.0,295.0,913.0,"1,349"
2298,17-Apr-21,"4,185",87.0,266.0,295.0,913.0,"1,349"
2299,18-Apr-21,"4,185",87.0,266.0,295.0,913.0,"1,349"
2300,19-Apr-21,"4,163",87.0,265.0,295.0,913.0,"1,349"
2301,20-Apr-21,"4,135",87.0,263.0,296.0,913.0,"1,348"
2302,21-Apr-21,"4,173",87.0,263.0,296.0,913.0,"1,337"
2303,22-Apr-21,"4,135",88.0,264.0,296.0,913.0,"1,341"
2304,23-Apr-21,"4,180",88.0,265.0,296.0,913.0,"1,353"
2305,24-Apr-21,"4,180",88.0,265.0,296.0,913.0,"1,353"
2306,25-Apr-21,"4,180",88.0,265.0,296.0,913.0,"1,353"
2307,26-Apr-21,"4,188",90.0,267.0,296.0,913.0,"1,361"
2308,27-Apr-21,"4,187",90.0,266.0,296.0,913.0,"1,362"
2309,28-Apr-21,"4,183",90.0,269.0,296.0,913.0,"1,365"
2310,29-Apr-21,"4,211",90.0,268.0,296.0,913.0,"1,365"
2311,30-Apr-21,"4,181",90.0,264.0,295.0,929.0,"1,348"
2312,1-May-21,"4,181",90.0,264.0,295.0,929.0,"1,348"
2313,2-May-21,"4,181",90.0,264.0,295.0,929.0,"1,348"
2314,3-May-21,"4,193",91.0,264.0,296.0,929.0,"1,339"
2315,4-May-21,"4,165",92.0,263.0,296.0,929.0,"1,335"
2316,5-May-21,"4,168",92.0,266.0,296.0,929.0,"1,333"
2317,6-May-21,"4,202",93.0,268.0,296.0,929.0,"1,341"
2318,7-May-21,"4,233",94.0,272.0,297.0,929.0,"1,349"
2319,8-May-21,"4,233",94.0,272.0,297.0,929.0,"1,349"
2320,9-May-21,"4,233",94.0,272.0,297.0,929.0,"1,349"
2321,10-May-21,"4,188",93.0,272.0,297.0,929.0,"1,346"
2322,11-May-21,"4,152",94.0,270.0,296.0,929.0,"1,329"
2323,12-May-21,"4,063",94.0,269.0,295.0,929.0,"1,315"
2324,13-May-21,"4,113",92.0,267.0,295.0,929.0,"1,293"
2325,14-May-21,"4,174",92.0,268.0,296.0,929.0,"1,308"
2326,15-May-21,"4,174",92.0,268.0,296.0,929.0,"1,308"
2327,16-May-21,"4,174",92.0,268.0,296.0,929.0,"1,308"
2328,17-May-21,"4,163",93.0,270.0,296.0,929.0,"1,311"
2329,18-May-21,"4,128",93.0,273.0,297.0,929.0,"1,333"
2330,19-May-21,"4,116",91.0,270.0,296.0,929.0,"1,328"
2331,20-May-21,"4,159",91.0,271.0,297.0,929.0,"1,329"
2332,21-May-21,"4,156",91.0,271.0,297.0,929.0,"1,330"
2333,22-May-21,"4,156",91.0,271.0,297.0,929.0,"1,330"
2334,23-May-21,"4,156",91.0,271.0,297.0,929.0,"1,330"
2335,24-May-21,"4,197",92.0,271.0,297.0,929.0,"1,327"
2336,25-May-21,"4,188",91.0,273.0,298.0,929.0,"1,345"
2337,26-May-21,"4,196",92.0,274.0,298.0,929.0,"1,352"
2338,27-May-21,"4,201",93.0,276.0,298.0,929.0,"1,354"
2339,28-May-21,"4,204",93.0,277.0,298.0,929.0,"1,361"
2340,29-May-21,"4,204",93.0,277.0,298.0,929.0,"1,361"
2341,30-May-21,"4,204",93.0,277.0,298.0,929.0,"1,361"
2342,31-May-21,"4,204",93.0,278.0,298.0,942.0,"1,376"
2343,1-Jun-21,"4,202",94.0,280.0,298.0,942.0,"1,391"
2344,2-Jun-21,"4,208",94.0,283.0,298.0,942.0,"1,388"
2345,3-Jun-21,"4,193",93.0,282.0,297.0,942.0,"1,384"
2346,4-Jun-21,"4,230",95.0,283.0,298.0,942.0,"1,382"
2347,5-Jun-21,"4,230",95.0,283.0,298.0,942.0,"1,382"
2348,6-Jun-21,"4,230",95.0,283.0,298.0,942.0,"1,382"
2349,7-Jun-21,"4,227",94.0,282.0,298.0,942.0,"1,381"
2350,8-Jun-21,"4,227",95.0,282.0,299.0,942.0,"1,377"
2351,9-Jun-21,"4,220",95.0,283.0,300.0,942.0,"1,373"
2352,10-Jun-21,"4,239",95.0,283.0,300.0,942.0,"1,379"
2353,11-Jun-21,"4,247",95.0,283.0,300.0,942.0,"1,382"
2354,12-Jun-21,"4,247",95.0,283.0,300.0,942.0,"1,382"
2355,13-Jun-21,"4,247",95.0,283.0,300.0,942.0,"1,382"
2356,14-Jun-21,"4,255",94.0,284.0,299.0,942.0,"1,383"
2357,15-Jun-21,"4,247",94.0,281.0,299.0,942.0,"1,378"
2358,16-Jun-21,"4,224",93.0,282.0,299.0,942.0,"1,370"
2359,17-Jun-21,"4,222",90.0,278.0,298.0,942.0,"1,363"
2360,18-Jun-21,"4,166",91.0,275.0,298.0,942.0,"1,361"
2361,19-Jun-21,"4,166",91.0,275.0,298.0,942.0,"1,361"
2362,20-Jun-21,"4,166",91.0,275.0,298.0,942.0,"1,361"
2363,21-Jun-21,"4,225",92.0,274.0,298.0,942.0,"1,351"
